host_is_superhost,host_identity_verified,zipcode,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,weekly_price,monthly_price,security_deposit,number_of_reviews,review_scores_rating,z_score
True,True,1074,52.35505578229438,4.902900452800734,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,135.0,945.0,135.0,135.0,22,95.0,0.10624664228727354
True,True,1091MS,52.359824307040384,4.915186906128971,f,Apartment,Entire home/apt,3,1.0,2.0,2.0,125.0,875.0,125.0,125.0,3,93.0,0.18781998633345753
True,True,1073 BG,52.357112932604416,4.8955868654468935,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,260.0,"$1,225.00",260.0,260.0,20,100.0,0.9134201582900265
True,True,1057 AD,52.36540507053983,4.85067725790613,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,130.0,910.0,130.0,130.0,9,93.0,0.14703331431036554
True,True,1051 LT,52.374753933667705,4.868200188552252,t,Apartment,Entire home/apt,4,1.0,2.0,4.0,159.0,"$1,199.00",159.0,159.0,4,100.0,0.08952938342356807
True,True,1072 KW,52.34994781916786,4.89034894210271,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,140.0,980.0,140.0,140.0,38,98.0,0.06545997026418154
True,True,1068 HV,52.3558503620828,4.802976012367519,f,Apartment,Entire home/apt,2,1.5,1.0,1.0,130.0,910.0,130.0,130.0,9,98.0,0.14703331431036554
True,True,1066 JK,52.3431682787484,4.811940842030171,t,Apartment,Entire home/apt,2,0.5,1.0,1.0,119.0,833.0,119.0,119.0,2,100.0,0.23676399276116794
True,True,1098 RK,52.35197666389438,4.9381572184434965,t,Apartment,Entire home/apt,4,1.0,3.0,3.0,200.0,1400.0,200.0,200.0,40,99.0,0.42398009401292247
True,True,1078,52.34514048986884,4.8920809014534505,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,175.0,$785.00,175.0,175.0,9,98.0,0.2200467338974625
True,True,1074 XE,52.35576836966734,4.90489425975351,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,129.0,$800.00,129.0,129.0,19,98.0,0.15519064871498395
True,True,1017 TE,52.36087005476614,4.895398046453848,t,Apartment,Entire home/apt,4,2.0,4.0,4.0,470.0,"$3,500.00",470.0,470.0,18,93.0,2.6264603832598903
True,True,1053 ZA,52.370409110829144,4.87267927420529,f,Apartment,Entire home/apt,3,1.5,2.0,3.0,145.0,1015.0,145.0,145.0,1,80.0,0.024673298241089534
True,True,1073TL,52.35381378494722,4.896573076116202,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,125.0,875.0,125.0,125.0,28,96.0,0.18781998633345753
True,True,1094KE,52.36167292234249,4.937450127581175,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,90.0,630.0,90.0,90.0,23,100.0,0.47332669049510157
True,True,1073,52.35468082844268,4.899795518958254,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,129.0,$699.00,129.0,129.0,18,93.0,0.15519064871498395
True,True,1056,52.377081305850474,4.861906648785278,f,Apartment,Entire home/apt,3,1.0,2.0,2.0,125.0,875.0,125.0,125.0,31,96.0,0.18781998633345753
True,True,1078,52.34739749959424,4.9108878924965325,t,House,Private room,2,1.0,1.0,1.0,69.0,$450.00,69.0,69.0,136,82.0,0.644630712992088
True,True,1055,52.38196362751295,4.856286907702933,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,99.0,693.0,99.0,99.0,1,100.0,0.399910680853536
True,True,1087 CD,52.35531938745242,4.992418299306092,t,Townhouse,Entire home/apt,4,1.0,4.0,6.0,175.0,1225.0,175.0,175.0,27,97.0,0.2200467338974625
True,True,1054 GZ,52.3609179882652,4.870737227984994,t,House,Entire home/apt,4,3.5,6.0,10.0,511.0,"$3,700.00",511.0,511.0,27,97.0,2.9609110938492447
True,True,1076 LN,52.346337488890846,4.862665753565212,t,Apartment,Entire home/apt,2,1.0,2.0,1.0,105.0,735.0,105.0,105.0,2,100.0,0.3509666744258256
True,True,1051er,52.382480276962546,4.872442196236434,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,90.0,630.0,90.0,90.0,24,93.0,0.47332669049510157
True,True,1055,52.38128006525828,4.846995243408807,f,Apartment,Entire home/apt,3,1.0,1.0,3.0,100.0,700.0,100.0,100.0,16,93.0,0.39175334644891757
True,True,1091 KH,52.35836017270363,4.918516111891613,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,97.0,679.0,97.0,97.0,9,98.0,0.41622534966277275
True,True,1059,52.34513229811787,4.8482553258107615,t,Apartment,Entire home/apt,2,1.5,1.0,1.0,99.0,693.0,99.0,99.0,12,92.0,0.399910680853536
True,True,1034 DT,52.40112586207449,4.912017924223625,f,House,Private room,2,1.0,1.0,1.0,58.0,$339.00,58.0,58.0,216,96.0,0.7343613914428904
True,True,1051 BN,52.38176164460621,4.872997700497941,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,125.0,875.0,125.0,125.0,42,94.0,0.18781998633345753
True,True,1023 BA,52.39213661510747,4.940025136423329,t,House,Entire home/apt,6,1.0,1.0,1.0,325.0,2275.0,325.0,325.0,2,90.0,1.4436468945902226
True,True,1054,52.36244146326165,4.863035694320322,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,140.0,980.0,140.0,140.0,20,92.0,0.06545997026418154
True,True,1013 XG,52.390623952028854,4.873361257817437,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,110.0,770.0,110.0,110.0,18,96.0,0.3101800024027336
True,True,1082AW,52.32583039556786,4.873113121754127,f,Apartment,Entire home/apt,4,1.5,2.0,3.0,350.0,2450.0,350.0,350.0,3,100.0,1.6475802547056826
True,True,[no name],52.35497135595958,4.915713188842616,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,100.0,700.0,100.0,100.0,22,95.0,0.39175334644891757
True,True,1015 KS,52.378967217640025,4.881527277569137,t,House,Entire home/apt,4,2.0,2.0,2.0,216.0,1512.0,216.0,216.0,15,91.0,0.5544974444868169
True,True,1073 LL,52.35679579097745,4.899824038063628,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,175.0,1225.0,175.0,175.0,35,96.0,0.2200467338974625
True,True,1059 AD,52.34839927719266,4.848583701040578,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,79.0,$549.00,79.0,79.0,2,90.0,0.563057368945904
True,True,1018,52.36518457148461,4.904443961264146,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,160.0,$600.00,160.0,160.0,4,95.0,0.09768671782818647
True,True,1032 HT,52.39620001911173,4.9160262733332045,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,90.0,$350.00,90.0,90.0,4,95.0,0.47332669049510157
True,True,1052 NA,52.372633446829006,4.870171751533063,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,160.0,1120.0,160.0,160.0,13,94.0,0.09768671782818647
True,True,1055,52.37696822520443,4.848490869249039,f,Apartment,Private room,2,2.0,1.0,1.0,68.0,476.0,68.0,68.0,2,100.0,0.6527880473967064
True,True,1075XS,52.353622207798615,4.857245341937562,t,Apartment,Entire home/apt,2,1.0,1.0,2.0,130.0,910.0,130.0,130.0,11,95.0,0.14703331431036554
True,True,1015 KS,52.37785460639236,4.880609352736714,t,Bed and breakfast,Private room,3,1.0,0.0,2.0,115.0,805.0,115.0,115.0,143,94.0,0.2693933303796415
True,True,1051TN,52.38507890151881,4.869422651360026,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,85.0,595.0,85.0,85.0,11,98.0,0.5141133625181936
True,True,1066RA,52.3466856828491,4.808541991701249,f,Apartment,Entire home/apt,4,1.0,1.0,4.0,76.0,$550.00,76.0,76.0,50,95.0,0.5875293721597592
True,True,1062XJ,52.34741979397885,4.8393509346863315,f,Apartment,Entire home/apt,2,1.5,1.0,1.0,148.0,1036.0,148.0,148.0,17,95.0,0.00020129502723433338
True,True,1073 TV,52.3516242935692,4.896346123322188,t,Apartment,Entire home/apt,2,1.5,1.0,1.0,175.0,1225.0,175.0,175.0,6,100.0,0.2200467338974625
True,True,1013JA,52.38203394280137,4.887813352331556,t,Townhouse,Entire home/apt,2,1.0,1.0,1.0,170.0,$850.00,170.0,170.0,23,100.0,0.1792600618743705
True,True,1056,52.3757748524424,4.860242196642757,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,100.0,700.0,100.0,100.0,6,100.0,0.39175334644891757
True,True,1098 NS,52.352166586259095,4.941669117781744,t,Apartment,Entire home/apt,3,1.0,2.0,2.0,120.0,840.0,120.0,120.0,53,92.0,0.22860665835654956
True,True,1051 HX,52.377197278174464,4.8706607143977125,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,120.0,$900.00,120.0,120.0,18,93.0,0.22860665835654956
True,True,1071 CG,52.358714288005416,4.876988369557597,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,180.0,1260.0,180.0,180.0,25,97.0,0.2608334059205545
True,True,1076 TV,52.346602149251325,4.8596719342242425,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,149.0,1043.0,149.0,149.0,9,93.0,0.007956039377384067
True,True,1053,52.36377218578596,4.864392410001713,f,Apartment,Entire home/apt,3,1.0,2.0,2.0,118.0,$600.00,118.0,118.0,22,89.0,0.24492132716578635
True,True,1073,52.35196715912177,4.899998817719914,t,Apartment,Entire home/apt,5,1.0,3.0,5.0,175.0,1225.0,175.0,175.0,4,95.0,0.2200467338974625
True,True,1079 WD,52.34461952857303,4.904503283292928,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,249.0,"$2,000.00",249.0,249.0,1,100.0,0.8236894798392241
True,True,1012 BZ,52.37138805850957,4.896463247029559,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,145.0,1015.0,145.0,145.0,7,97.0,0.024673298241089534
True,True,1054,52.35837524017219,4.858337431558755,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,140.0,$595.00,140.0,140.0,9,73.0,0.06545997026418154
True,True,1059 AH,52.348768614926634,4.84894595605818,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,145.0,$750.00,145.0,145.0,12,90.0,0.024673298241089534
True,True,1056 BA,52.37382719765036,4.844773623564655,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,63.0,$452.00,63.0,63.0,3,93.0,0.6935747194197984
True,True,1013 LV,52.38694737346623,4.886320732142472,t,Apartment,Private room,4,1.0,1.0,2.0,125.0,$800.00,125.0,125.0,80,99.0,0.18781998633345753
True,True,1018,52.36725961118739,4.928920420795749,f,Apartment,Entire home/apt,3,1.0,2.0,2.0,200.0,1400.0,200.0,200.0,2,100.0,0.42398009401292247
True,True,1027 AG,52.4088998377426,4.966513715793625,t,Villa,Private room,2,1.0,1.0,1.0,95.0,665.0,95.0,95.0,4,100.0,0.43254001847200957
True,True,1017,52.361034842211936,4.893564637874619,f,Boat,Entire home/apt,2,1.0,1.0,1.0,200.0,1400.0,200.0,200.0,116,98.0,0.42398009401292247
True,True,1053 ZB,52.37014874008232,4.873680325536198,t,Apartment,Private room,2,1.0,1.0,1.0,99.0,$599.00,99.0,99.0,84,98.0,0.399910680853536
True,True,1094,52.36219364744931,4.938598229257061,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,100.0,700.0,100.0,100.0,5,92.0,0.39175334644891757
True,True,1013 VR,52.386619338841754,4.880032733810103,t,Apartment,Entire home/apt,4,1.0,3.0,5.0,99.0,693.0,99.0,99.0,23,90.0,0.399910680853536
True,True,1059 XZ,52.348626095098375,4.8472320767944215,f,Apartment,Entire home/apt,2,1.0,0.0,1.0,99.0,$550.00,99.0,99.0,5,96.0,0.399910680853536
True,True,1052 CK,52.38235801615619,4.878857076434877,t,Apartment,Entire home/apt,3,1.0,2.0,3.0,110.0,770.0,110.0,110.0,3,80.0,0.3101800024027336
True,True,1055 RZ,52.38507049930438,4.857423184781246,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,97.0,$788.00,97.0,97.0,37,96.0,0.41622534966277275
True,True,1061,52.374413454140615,4.841621633069549,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,121.0,847.0,121.0,121.0,9,100.0,0.22044932395193115
True,True,1073 BH,52.357124407487056,4.897841361983503,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,140.0,980.0,140.0,140.0,29,94.0,0.06545997026418154
True,True,1018 WK,52.36317476224527,4.911414884051485,t,Boat,Entire home/apt,2,1.0,1.0,1.0,175.0,1225.0,175.0,175.0,12,98.0,0.2200467338974625
True,True,1061,52.37735855947835,4.837728731115315,f,House,Private room,2,1.0,1.0,1.0,69.0,$370.00,69.0,69.0,57,96.0,0.644630712992088
True,True,1054 PJ,52.362255458665594,4.8688558299172415,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,120.0,840.0,120.0,120.0,2,100.0,0.22860665835654956
True,True,1056,52.37381423675803,4.864887719318287,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,125.0,875.0,125.0,125.0,37,98.0,0.18781998633345753
True,True,1059,52.351621611070115,4.8468874377086175,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,100.0,700.0,100.0,100.0,19,100.0,0.39175334644891757
True,True,1051,52.380676047448816,4.868496793685655,t,Apartment,Entire home/apt,4,1.0,3.0,4.0,180.0,"$1,050.00",180.0,180.0,7,100.0,0.2608334059205545
True,True,1051 CN,52.38158601899925,4.868487429351441,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,89.0,$595.00,89.0,89.0,48,98.0,0.48148402489972
True,True,1053 AR,52.36910462389204,4.866363639272514,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,99.0,693.0,99.0,99.0,25,88.0,0.399910680853536
True,True,1055,52.384394474589755,4.8514398985834575,f,Apartment,Private room,2,2.0,1.0,1.0,70.0,490.0,70.0,70.0,1,100.0,0.6364733785874696
True,True,1013 RW,52.38800325318903,4.880719131262347,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,135.0,945.0,135.0,135.0,20,96.0,0.10624664228727354
True,True,1095 JW,52.36132767690067,4.94610276891923,t,Apartment,Entire home/apt,2,1.5,1.0,1.0,120.0,$930.00,120.0,120.0,5,100.0,0.22860665835654956
True,True,1055 MJ,52.37863431845807,4.857216444772759,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,100.0,$700.00,100.0,100.0,28,82.0,0.39175334644891757
True,True,1015 VH,52.381684702059964,4.881436498494714,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,149.0,$700.00,149.0,149.0,26,99.0,0.007956039377384067
True,True,1053 HM,52.36481856915802,4.876627329576295,t,Apartment,Private room,4,1.0,0.0,3.0,200.0,1400.0,200.0,200.0,170,99.0,0.42398009401292247
True,True,1013,52.388388118142394,4.880498116788502,f,Apartment,Entire home/apt,2,1.0,2.0,1.0,95.0,665.0,95.0,95.0,3,100.0,0.43254001847200957
True,True,1079 RM,52.339889683529975,4.8966680599208425,t,Apartment,Entire home/apt,4,2.0,3.0,4.0,245.0,1715.0,245.0,245.0,1,100.0,0.7910601422207505
True,True,1076,52.34727845907654,4.860661919773031,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,98.0,686.0,98.0,98.0,5,100.0,0.40806801525815434
True,True,1052 LD,52.37528344600605,4.8748437320463855,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,125.0,875.0,125.0,125.0,52,98.0,0.18781998633345753
True,True,1051TK,52.3842978692309,4.873302240893996,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,75.0,525.0,75.0,75.0,3,80.0,0.5956867065643776
True,True,1032,52.39650761555298,4.905166947393816,f,Loft,Entire home/apt,2,1.0,1.0,1.0,120.0,840.0,120.0,120.0,47,97.0,0.22860665835654956
True,True,1051 VL,52.3837993997152,4.8731549136954815,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,100.0,700.0,100.0,100.0,34,95.0,0.39175334644891757
True,True,1057RD,52.367772265414075,4.849751599791795,t,Apartment,Private room,1,1.0,1.0,1.0,46.0,322.0,46.0,46.0,157,98.0,0.8322494042983112
True,True,1055 AK,52.3758255366745,4.84751884870686,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,140.0,980.0,140.0,140.0,1,100.0,0.06545997026418154
True,True,1057 BT,52.369801857147685,4.853505734713768,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,80.0,560.0,80.0,80.0,12,93.0,0.5549000345412856
True,True,1057 VR,52.36892265140255,4.855428263588138,t,Apartment,Entire home/apt,3,1.0,2.0,3.0,70.0,$700.00,70.0,70.0,1,100.0,0.6364733785874696
True,True,1015 HL,52.382078612844495,4.882948562603214,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,150.0,$600.00,150.0,150.0,18,100.0,0.016113373782002467
True,True,1093 RZ,52.364017787521284,4.929962082258131,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,95.0,665.0,95.0,95.0,10,100.0,0.43254001847200957
True,True,1051,52.378479381720865,4.871851139012027,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,109.0,$750.00,109.0,109.0,19,98.0,0.31833733680735193
True,True,1053 AX,52.36597189018861,4.862571210598813,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,135.0,945.0,135.0,135.0,36,100.0,0.10624664228727354
True,True,1015JT,52.380950686399174,4.881546732179554,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,180.0,1260.0,180.0,180.0,28,99.0,0.2608334059205545
True,True,1051 PM,52.38296369968393,4.868372547309552,t,Apartment,Entire home/apt,4,1.0,2.0,3.0,140.0,$600.00,140.0,140.0,17,96.0,0.06545997026418154
True,True,1081 JC,52.33516059077286,4.8570715873643735,t,Guest suite,Private room,2,1.0,1.0,1.0,80.0,$300.00,80.0,80.0,51,96.0,0.5549000345412856
True,True,1023 BS,52.387624708767284,4.94894056180292,t,House,Private room,2,1.0,1.0,1.0,55.0,$350.00,55.0,55.0,232,91.0,0.7588333946567456
True,True,1058 EH,52.361207507314795,4.845008775200336,t,Apartment,Private room,2,1.5,1.0,2.0,65.0,455.0,65.0,65.0,15,96.0,0.6772600506105616
True,True,1058,52.354663924867886,4.85239247123207,t,Condominium,Entire home/apt,2,1.5,1.0,1.0,159.0,$550.00,159.0,159.0,6,100.0,0.08952938342356807
True,True,1098 ES,52.350202352923176,4.940929412751829,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,100.0,700.0,100.0,100.0,3,93.0,0.39175334644891757
True,True,1073,52.35663016569132,4.8952796652895785,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,120.0,$700.00,120.0,120.0,10,96.0,0.22860665835654956
True,True,1051 EH,52.38463959928399,4.872934053708344,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,115.0,805.0,115.0,115.0,46,94.0,0.2693933303796415
True,True,1051,52.383491951149,4.876486384874624,f,Apartment,Entire home/apt,4,1.5,2.0,2.0,160.0,1120.0,160.0,160.0,15,100.0,0.09768671782818647
True,True,1093,52.35815079278393,4.931650321111778,f,Apartment,Entire home/apt,3,1.0,1.0,2.0,100.0,700.0,100.0,100.0,1,80.0,0.39175334644891757
True,True,1052,52.37457183130572,4.872593041925159,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,130.0,910.0,130.0,130.0,7,94.0,0.14703331431036554
True,True,1017KX,52.362906245125636,4.893807258756851,f,House,Private room,2,1.0,1.0,1.0,160.0,"$1,000.00",160.0,160.0,215,98.0,0.09768671782818647
True,True,1072,52.356298590312434,4.888229036544862,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,119.0,833.0,119.0,119.0,35,98.0,0.23676399276116794
True,True,1012,52.37260954346971,4.897854126146517,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,350.0,2450.0,350.0,350.0,39,96.0,1.6475802547056826
True,True,1017,52.360408985027135,4.901373806627751,f,Apartment,Entire home/apt,6,1.0,1.0,4.0,250.0,1750.0,250.0,250.0,31,93.0,0.8318468142438425
True,True,1053 NT,52.363119599607536,4.86034466334594,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,95.0,665.0,95.0,95.0,12,82.0,0.43254001847200957
True,True,1056 EV,52.37307273377804,4.858727207444899,f,Apartment,Entire home/apt,3,1.0,1.0,1.0,120.0,840.0,120.0,120.0,10,98.0,0.22860665835654956
True,True,1053 AT,52.366992669657726,4.866411531668997,f,Apartment,Private room,2,1.0,1.0,1.0,110.0,770.0,110.0,110.0,32,98.0,0.3101800024027336
True,True,1013 JA,52.381786183195324,4.88739596582616,t,House,Private room,2,1.0,1.0,2.0,90.0,630.0,90.0,90.0,3,100.0,0.47332669049510157
True,True,1055,52.37543391370141,4.850480830088335,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,90.0,$540.00,90.0,90.0,1,80.0,0.47332669049510157
True,True,1016,52.3741475771674,4.882829505939097,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,125.0,875.0,125.0,125.0,18,94.0,0.18781998633345753
True,True,1076ks,52.34477705228037,4.860294017148079,t,Apartment,Entire home/apt,3,1.0,2.0,2.0,220.0,1540.0,220.0,220.0,14,94.0,0.5871267821052905
True,True,1015,52.38043925228554,4.884947226260146,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,180.0,"$1,000.00",180.0,180.0,17,94.0,0.2608334059205545
True,True,1052,52.37721703349392,4.873017900147924,t,Apartment,Entire home/apt,8,2.0,4.0,6.0,240.0,1680.0,240.0,240.0,88,91.0,0.7502734701976586
True,True,1075 XM,52.35476661273656,4.854777790544138,t,Apartment,Entire home/apt,3,1.5,1.0,1.0,160.0,1120.0,160.0,160.0,14,97.0,0.09768671782818647
True,True,1055,52.38329949887455,4.853363814479421,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,79.0,553.0,79.0,79.0,9,93.0,0.563057368945904
True,True,1071,52.35343795789132,4.885026724452891,t,Apartment,Entire home/apt,5,2.0,3.0,5.0,295.0,2065.0,295.0,295.0,15,97.0,1.1989268624516705
True,True,1017 VJ,52.363547140944775,4.897879723963076,t,Apartment,Private room,2,1.5,1.0,1.0,75.0,525.0,75.0,75.0,2,90.0,0.5956867065643776
True,True,1076,52.345864465279,4.861380157704861,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,139.0,$595.00,139.0,139.0,2,100.0,0.07361730466879994
True,True,1057RA,52.366904446311636,4.852735283384498,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,120.0,840.0,120.0,120.0,32,99.0,0.22860665835654956
True,True,1054 VE,52.36045152899104,4.864936455845436,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,139.0,973.0,139.0,139.0,37,98.0,0.07361730466879994
True,True,1054ba,52.365646390727996,4.877405387834127,f,Apartment,Private room,2,1.0,1.0,1.0,140.0,$750.00,140.0,140.0,50,98.0,0.06545997026418154
True,True,1057,52.36944078479421,4.859282423818693,t,Apartment,Entire home/apt,4,1.0,2.0,4.0,189.0,1323.0,189.0,189.0,9,100.0,0.33424941556212007
True,True,1055 KS,52.381320221529954,4.853038545011281,t,Apartment,Entire home/apt,4,1.0,3.0,4.0,170.0,1190.0,170.0,170.0,12,100.0,0.1792600618743705
True,True,1093,52.36100108713982,4.926646730136781,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,240.0,1680.0,240.0,240.0,17,100.0,0.7502734701976586
True,True,1075,52.35249628721032,4.858779211669135,f,Apartment,Entire home/apt,3,1.0,2.0,2.0,200.0,1400.0,200.0,200.0,16,99.0,0.42398009401292247
True,True,1012 DP,52.374112109664715,4.900193958912923,t,Apartment,Entire home/apt,4,1.0,2.0,3.0,300.0,2100.0,300.0,300.0,41,98.0,1.2397135344747625
True,True,1074 BE,52.357522535912,4.900769056147506,t,Villa,Private room,2,1.0,1.0,1.0,98.0,686.0,98.0,98.0,122,94.0,0.40806801525815434
True,True,1051 VR,52.38135347788381,4.868834974839035,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,100.0,700.0,100.0,100.0,15,89.0,0.39175334644891757
True,True,1015 BW,52.37753474393101,4.89027740751084,t,Apartment,Entire home/apt,4,1.0,1.0,4.0,150.0,$997.00,150.0,150.0,45,91.0,0.016113373782002467
True,True,1078,52.34678434496057,4.9083273800015945,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,150.0,1050.0,150.0,150.0,2,90.0,0.016113373782002467
True,True,1054,52.36273952140615,4.8639024115285086,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,100.0,700.0,100.0,100.0,27,95.0,0.39175334644891757
True,True,1061 TG,52.365443769002034,4.839587496794657,t,Apartment,Private room,2,1.5,1.0,1.0,75.0,$310.00,75.0,75.0,9,89.0,0.5956867065643776
True,True,1035 JP,52.422826985750845,4.892090239033956,t,House,Private room,2,1.0,1.0,1.0,85.0,595.0,85.0,85.0,60,94.0,0.5141133625181936
True,True,1094KG,52.362007752955435,4.936316892361833,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,100.0,700.0,100.0,100.0,2,100.0,0.39175334644891757
True,True,1054 XL,52.36114625217479,4.862522207149586,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,125.0,875.0,125.0,125.0,26,97.0,0.18781998633345753
True,True,1094KL,52.3634656261283,4.932644620587381,t,Apartment,Private room,4,1.0,1.0,2.0,65.0,455.0,65.0,65.0,45,97.0,0.6772600506105616
True,True,1054,52.361943953804776,4.866686522141488,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,125.0,$600.00,125.0,125.0,1,100.0,0.18781998633345753
True,True,1082 TP,52.33529582418936,4.877209557582229,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,100.0,700.0,100.0,100.0,18,100.0,0.39175334644891757
True,True,1094,52.36527415992893,4.938340122769636,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,75.0,$375.00,75.0,75.0,5,100.0,0.5956867065643776
True,True,1075,52.351898632495654,4.853482198219235,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,100.0,700.0,100.0,100.0,7,89.0,0.39175334644891757
True,True,1032 KE,52.394315850523775,4.910463137949517,t,House,Entire home/apt,16,2.0,3.0,15.0,425.0,"$2,500.00",425.0,425.0,176,92.0,2.2593803350520623
True,True,1016 EB,52.371310629562046,4.886372556293956,t,Apartment,Entire home/apt,4,1.5,1.0,2.0,220.0,"$1,250.00",220.0,220.0,8,100.0,0.5871267821052905
True,True,1019 AZ,52.37126202582141,4.935391887494825,t,Apartment,Entire home/apt,8,1.0,4.0,4.0,350.0,2450.0,350.0,350.0,1,80.0,1.6475802547056826
True,True,1079,52.347313483555915,4.9101165153248205,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,140.0,980.0,140.0,140.0,25,99.0,0.06545997026418154
True,True,1093 GB,52.362358446716996,4.927711074867003,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,95.0,665.0,95.0,95.0,21,97.0,0.43254001847200957
True,True,1019 DT,52.372877584827684,4.936129645296856,t,Apartment,Entire home/apt,3,1.0,2.0,2.0,100.0,700.0,100.0,100.0,2,90.0,0.39175334644891757
True,True,1011,52.355770356145534,4.895109294232082,f,Apartment,Private room,2,2.0,1.0,2.0,60.0,420.0,60.0,60.0,5,88.0,0.7180467226336535
True,True,1091,52.35703316426875,4.9073715221032055,f,Apartment,Entire home/apt,4,1.0,2.0,2.0,240.0,1680.0,240.0,240.0,11,98.0,0.7502734701976586
True,True,1056,52.37665952716058,4.8632335117427905,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,85.0,595.0,85.0,85.0,5,96.0,0.5141133625181936
True,True,1078 St,52.346387412868964,4.909262642208407,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,125.0,875.0,125.0,125.0,6,93.0,0.18781998633345753
True,True,1058,52.35937060421325,4.85443035013809,f,Loft,Entire home/apt,3,1.5,1.0,2.0,110.0,770.0,110.0,110.0,2,100.0,0.3101800024027336
